Localité;;"T06M1E2 [°C]";"T06M1E2 [%HR]";"T07M1E2 [°C]";"T07M1E2 [%HR]";"T08M1LV [°C]";"T08M1LV [%HR]"
"Groupe de points de mesure";;;;;;;
Zone;;;;;;;
"Limite inférieure";;15,0;15,0;15,0;15,0;15,0;15,0
23/08/2022;04:45:00;24,9;48,7;25,2;48,6;25,5;49,9
23/08/2022;05:00:00;24,9;48,7;25,2;48,7;25,5;50,2
23/08/2022;05:15:00;24,9;49,0;25,1;48,9;25,4;50,7
23/08/2022;05:30:00;24,8;49,1;25,1;49,1;25,4;50,8
23/08/2022;05:45:00;24,8;49,1;25,1;49,2;25,4;51,7
23/08/2022;06:00:00;24,8;49,2;25,0;49,6;25,3;51,4
23/08/2022;06:15:00;24,7;49,5;25,0;49,7;25,3;52,2
23/08/2022;06:30:00;24,7;49,7;24,9;49,9;25,3;51,6
23/08/2022;06:45:00;24,6;49,9;24,9;50,0;25,2;51,8
23/08/2022;07:00:00;24,6;50,1;24,8;50,1;25,2;52,2
23/08/2022;07:15:00;24,5;50,2;24,8;50,3;25,2;52,0
23/08/2022;07:30:00;24,5;50,3;24,8;50,4;25,1;51,6
23/08/2022;07:45:00;24,5;50,3;24,7;50,5;25,1;51,8
23/08/2022;08:00:00;24,5;50,5;24,7;50,5;25,1;52,1
23/08/2022;08:15:00;24,4;50,4;24,7;50,5;25,1;52,0
23/08/2022;08:30:00;24,4;50,2;24,7;50,5;25,0;51,2
23/08/2022;08:45:00;24,5;50,1;24,7;50,4;25,1;51,0
23/08/2022;09:00:00;24,5;50,2;24,7;50,3;25,1;51,0
23/08/2022;09:15:00;24,5;51,7;24,8;50,8;25,1;51,3
23/08/2022;09:30:00;23,3;42,3;24,2;45,6;24,8;47,6
23/08/2022;09:45:00;22,7;39,9;23,7;42,0;24,7;46,9
23/08/2022;10:00:00;22,5;39,6;23,5;40,0;24,6;48,0
23/08/2022;10:15:00;22,3;39,3;23,3;38,6;24,6;46,2
23/08/2022;10:30:00;22,2;40,2;23,3;38,4;24,6;43,3
23/08/2022;10:45:00;23,1;41,8;24,0;41,4;24,9;43,7
23/08/2022;11:00:00;23,7;43,6;24,4;42,8;25,1;43,9
23/08/2022;11:15:00;23,4;42,5;24,4;43,2;25,1;44,4
23/08/2022;11:30:00;22,7;39,9;23,9;40,2;24,9;44,3
23/08/2022;11:45:00;22,4;39,8;23,7;38,5;24,7;39,5
23/08/2022;12:00:00;22,3;39,0;23,7;37,8;24,6;38,7
23/08/2022;12:15:00;22,8;40,5;24,1;38,4;24,9;41,8
23/08/2022;12:30:00;23,8;42,3;24,8;40,2;25,3;44,5
23/08/2022;12:45:00;24,3;43,7;25,2;41,9;25,4;44,3
23/08/2022;13:00:00;24,4;44,1;25,1;45,9;25,5;45,7
23/08/2022;13:15:00;24,3;41,1;24,8;42,5;25,5;44,1
23/08/2022;13:30:00;24,3;39,5;24,8;41,1;25,4;42,2
23/08/2022;13:45:00;24,3;38,3;24,7;39,4;25,6;43,6
23/08/2022;14:00:00;24,4;37,4;24,6;38,5;25,6;44,4
23/08/2022;14:15:00;24,4;36,8;24,7;38,0;25,8;44,9
23/08/2022;14:30:00;24,5;36,3;24,7;37,8;25,9;43,3
23/08/2022;14:45:00;24,5;36,4;24,9;39,0;25,7;43,8
23/08/2022;15:00:00;24,7;36,5;24,9;38,4;25,6;41,8
23/08/2022;15:15:00;24,7;36,2;24,9;37,8;25,7;43,5
23/08/2022;15:30:00;24,7;35,9;25,0;37,6;25,7;43,4
23/08/2022;15:45:00;24,8;35,4;25,0;37,2;25,7;42,9
23/08/2022;16:00:00;24,7;34,9;24,9;36,2;25,8;42,4
23/08/2022;16:15:00;24,4;37,0;25,2;37,0;26,2;40,6
23/08/2022;16:30:00;23,7;36,7;25,0;35,2;26,0;41,2
23/08/2022;16:45:00;23,3;35,8;24,8;34,1;25,9;41,3
23/08/2022;17:00:00;23,2;35,4;24,8;33,8;25,7;41,0
23/08/2022;17:15:00;23,0;35,3;24,7;33,3;25,8;41,3
23/08/2022;17:30:00;22,9;35,1;24,6;33,1;25,8;40,6
23/08/2022;17:45:00;22,8;35,2;24,5;33,0;25,7;37,7
23/08/2022;18:00:00;22,7;36,6;24,5;33,3;25,5;38,6
23/08/2022;18:15:00;22,7;35,8;24,6;33,5;25,2;37,0
23/08/2022;18:30:00;22,6;35,4;24,6;33,1;25,0;37,0
23/08/2022;18:45:00;22,5;34,9;24,5;32,6;25,2;38,5
23/08/2022;19:00:00;22,5;34,6;24,3;32,1;25,3;37,7
23/08/2022;19:15:00;22,3;34,4;24,2;31,9;25,2;36,2
23/08/2022;19:30:00;22,5;35,8;24,2;32,4;25,0;33,9
23/08/2022;19:45:00;23,6;37,6;24,9;33,2;25,3;35,3
23/08/2022;20:00:00;24,2;38,4;25,3;34,1;25,6;35,7
23/08/2022;20:15:00;24,5;39,2;25,6;34,7;25,7;36,2
23/08/2022;20:30:00;24,7;39,8;25,7;35,3;25,8;37,1
23/08/2022;20:45:00;24,9;40,3;25,8;35,8;25,9;37,9
23/08/2022;21:00:00;25,1;40,7;25,9;36,3;26,0;38,5
23/08/2022;21:15:00;25,2;41,1;26,0;36,7;26,0;39,1
23/08/2022;21:30:00;25,3;41,5;26,1;37,1;26,0;39,6
23/08/2022;21:45:00;25,4;41,8;26,1;37,5;26,1;40,2
23/08/2022;22:00:00;25,4;42,1;26,2;37,9;26,1;40,8
23/08/2022;22:15:00;25,5;42,4;26,2;38,2;26,1;41,2
23/08/2022;22:30:00;25,5;42,7;26,2;38,5;26,1;41,8
23/08/2022;22:45:00;25,6;42,8;26,2;38,8;26,1;42,1
23/08/2022;23:00:00;25,6;43,0;26,2;39,1;26,1;42,3
23/08/2022;23:15:00;25,6;43,1;26,2;39,3;26,0;42,7
23/08/2022;23:30:00;25,6;43,2;26,2;39,6;26,0;42,3
23/08/2022;23:45:00;25,6;43,2;26,2;39,8;26,0;42,3
24/08/2022;00:00:00;25,6;43,2;26,2;40,0;26,0;42,5
24/08/2022;00:15:00;25,6;43,3;26,1;40,1;26,0;42,4
24/08/2022;00:30:00;25,6;43,3;26,1;40,3;25,9;42,5
24/08/2022;00:45:00;25,6;43,4;26,1;40,5;26,0;42,8
24/08/2022;01:00:00;25,6;43,5;26,1;40,6;26,0;43,5
24/08/2022;01:15:00;25,6;43,7;26,1;40,9;26,0;43,7
24/08/2022;01:30:00;25,6;43,9;26,1;41,0;26,0;43,7
24/08/2022;01:45:00;25,6;44,1;26,1;41,2;26,0;44,2
24/08/2022;02:00:00;25,6;44,2;26,1;41,5;25,9;44,0
24/08/2022;02:15:00;25,6;44,2;26,0;41,7;25,9;44,0
24/08/2022;02:30:00;25,5;44,3;26,0;42,2;25,9;44,0
24/08/2022;02:45:00;25,5;44,4;26,0;42,5;25,9;44,0
24/08/2022;03:00:00;25,5;44,5;25,9;42,8;25,9;44,3
24/08/2022;03:15:00;25,5;44,5;25,9;43,0;25,8;45,1
24/08/2022;03:30:00;25,5;44,6;25,9;43,2;25,8;44,7
24/08/2022;03:45:00;25,4;44,8;25,8;43,4;25,8;45,9
24/08/2022;04:00:00;25,4;45,0;25,8;43,7;25,8;46,1
24/08/2022;04:15:00;25,3;45,2;25,8;43,9;25,8;46,2
24/08/2022;04:30:00;25,3;45,3;25,7;44,1;25,7;47,3
24/08/2022;04:45:00;25,3;45,5;25,7;44,4;25,7;46,8
24/08/2022;05:00:00;25,2;45,7;25,7;44,6;25,7;47,3
24/08/2022;05:15:00;25,2;45,8;25,6;44,9;25,7;47,1
24/08/2022;05:30:00;25,2;46,0;25,6;45,1;25,6;47,7
24/08/2022;05:45:00;25,1;46,2;25,5;45,3;25,6;47,5
24/08/2022;06:00:00;25,1;46,3;25,5;45,6;25,5;48,4
24/08/2022;06:15:00;25,0;46,4;25,4;45,8;25,5;48,2
24/08/2022;06:30:00;25,0;46,7;25,4;45,9;25,5;48,7
24/08/2022;06:45:00;25,0;46,8;25,3;46,1;25,4;48,7
24/08/2022;07:00:00;24,9;47,1;25,3;46,4;25,4;48,1
24/08/2022;07:15:00;24,9;47,1;25,2;46,7;25,3;47,9
24/08/2022;07:30:00;24,8;47,1;25,2;46,7;25,4;47,7
24/08/2022;07:45:00;24,8;47,1;25,1;46,8;25,3;47,8
24/08/2022;08:00:00;24,8;47,2;25,1;46,9;25,3;47,7
24/08/2022;08:15:00;24,8;47,3;25,1;47,0;25,3;47,9
24/08/2022;08:30:00;24,8;47,6;25,1;47,1;25,3;47,3
24/08/2022;08:45:00;24,8;47,6;25,1;47,2;25,3;47,4
24/08/2022;09:00:00;24,9;47,8;25,2;47,2;25,3;47,2
24/08/2022;09:15:00;24,9;47,9;25,2;47,1;25,4;47,1
24/08/2022;09:30:00;25,0;48,3;25,3;46,8;25,5;50,0
24/08/2022;09:45:00;24,1;42,7;25,0;44,2;25,3;50,8
24/08/2022;10:00:00;23,3;39,3;24,4;41,2;25,0;46,0
24/08/2022;10:15:00;22,9;38,2;24,2;38,3;24,9;45,5
24/08/2022;10:30:00;22,7;38,0;24,0;37,1;24,9;41,8
24/08/2022;10:45:00;22,5;38,0;24,0;37,7;24,8;42,6
24/08/2022;11:00:00;22,5;37,9;24,0;36,5;24,6;38,7
24/08/2022;11:15:00;23,2;40,3;24,4;37,4;25,0;39,9
24/08/2022;11:30:00;24,1;42,5;25,0;39,8;25,5;43,6
24/08/2022;11:31:55;;;25,1;40,5;;
24/08/2022;11:45:00;24,4;42,0;25,1;40,6;25,7;42,0
24/08/2022;12:00:00;24,6;41,4;25,1;40,0;25,9;42,1
24/08/2022;12:15:00;24,8;41,1;25,2;40,2;26,0;41,3
24/08/2022;12:30:00;24,9;40,8;25,3;40,1;26,1;40,6
24/08/2022;12:45:00;25,1;40,8;25,5;40,2;26,2;41,0
24/08/2022;13:00:00;25,2;40,5;25,5;40,1;26,5;42,5
24/08/2022;13:15:00;25,3;40,2;25,7;40,0;26,7;42,5
24/08/2022;13:30:00;25,4;40,2;25,7;40,2;26,4;44,4
24/08/2022;13:45:00;25,5;40,4;25,7;40,2;26,2;44,5
24/08/2022;14:00:00;25,6;39,9;25,7;39,5;26,2;44,3
24/08/2022;14:15:00;25,6;39,3;25,8;39,1;26,2;41,7
24/08/2022;14:30:00;25,7;39,5;25,9;39,3;26,1;41,3
24/08/2022;14:45:00;25,8;39,4;26,0;39,1;26,1;41,6
24/08/2022;15:00:00;25,9;39,2;26,1;38,9;26,2;41,5
24/08/2022;15:15:00;26,0;39,2;26,2;39,0;26,2;42,0
24/08/2022;15:30:00;26,1;38,9;26,2;38,9;26,3;42,0
24/08/2022;15:45:00;26,1;38,5;26,3;38,5;26,4;43,5
24/08/2022;16:00:00;26,2;38,7;26,3;38,9;26,4;42,6
24/08/2022;16:15:00;26,2;38,7;26,4;38,9;26,3;42,7
24/08/2022;16:30:00;26,2;38,7;26,4;38,8;26,3;43,7
24/08/2022;16:45:00;26,3;38,6;26,4;38,9;26,2;43,4
24/08/2022;17:00:00;26,3;38,5;26,4;38,6;26,3;45,9
24/08/2022;17:15:00;26,6;40,2;26,8;39,1;26,8;45,9
24/08/2022;17:30:00;26,9;40,8;27,2;39,1;27,3;45,1
24/08/2022;17:45:00;27,0;41,5;27,4;39,2;27,5;44,2
24/08/2022;18:00:00;27,2;42,1;27,6;39,4;27,6;44,3
24/08/2022;18:15:00;27,2;42,6;27,6;39,9;27,3;43,8
24/08/2022;18:30:00;26,1;38,6;27,0;39,8;26,6;42,5
24/08/2022;18:45:00;25,4;38,0;26,5;38,4;26,4;43,8
24/08/2022;19:00:00;24,9;37,5;26,3;38,1;26,5;40,5
24/08/2022;19:15:00;24,6;36,9;25,9;36,6;26,5;38,7
24/08/2022;19:30:00;25,5;40,1;26,5;37,5;26,8;40,8
24/08/2022;19:45:00;26,1;41,0;26,9;37,9;27,1;42,2
24/08/2022;20:00:00;26,4;41,7;27,1;38,3;27,2;43,1
24/08/2022;20:15:00;26,5;42,3;27,2;38,7;27,2;43,8
24/08/2022;20:30:00;26,6;42,8;27,3;39,0;27,3;45,4
24/08/2022;20:45:00;26,7;43,3;27,3;39,3;27,3;45,1
24/08/2022;21:00:00;26,8;43,6;27,4;39,6;27,3;45,1
24/08/2022;21:15:00;26,8;43,8;27,4;39,8;27,3;45,3
24/08/2022;21:30:00;26,8;44,0;27,4;40,1;27,2;46,1
24/08/2022;21:45:00;26,9;44,2;27,4;40,3;27,2;46,5
24/08/2022;22:00:00;26,8;44,5;27,4;40,5;27,2;47,0
24/08/2022;22:15:00;26,9;44,7;27,3;40,8;27,2;46,9
24/08/2022;22:30:00;26,9;44,8;27,3;41,0;27,2;47,4
24/08/2022;22:45:00;26,8;44,8;27,3;41,3;27,1;46,7
24/08/2022;23:00:00;26,8;44,9;27,2;41,5;27,1;47,0
24/08/2022;23:15:00;26,8;45,1;27,2;41,8;27,1;47,1
24/08/2022;23:30:00;26,8;45,2;27,2;42,0;27,0;47,1
24/08/2022;23:45:00;26,8;45,3;27,1;42,2;27,0;46,7
25/08/2022;00:00:00;26,7;45,4;27,1;42,7;26,9;47,3
25/08/2022;00:15:00;26,6;45,5;27,0;43,3;26,9;47,2
25/08/2022;00:30:00;26,6;45,5;27,0;43,9;26,8;47,4
25/08/2022;00:45:00;26,6;45,6;26,9;44,3;26,8;47,2
25/08/2022;01:00:00;26,5;45,6;26,9;44,6;26,8;47,0
25/08/2022;01:15:00;26,5;45,8;26,8;44,9;26,7;47,4
25/08/2022;01:30:00;26,4;45,8;26,7;45,0;26,7;47,6
25/08/2022;01:45:00;26,3;45,8;26,7;45,1;26,6;48,4
25/08/2022;02:00:00;26,3;45,9;26,6;45,4;26,6;48,3
25/08/2022;02:15:00;26,2;46,0;26,5;45,6;26,5;48,4
25/08/2022;02:30:00;26,2;46,1;26,5;45,9;26,5;48,6
25/08/2022;02:45:00;26,1;46,2;26,4;46,0;26,4;48,6
25/08/2022;03:00:00;26,0;46,4;26,3;46,2;26,4;48,4
25/08/2022;03:15:00;26,0;46,6;26,3;46,4;26,4;49,0
25/08/2022;03:30:00;26,0;46,7;26,2;46,6;26,3;48,8
25/08/2022;03:45:00;25,9;46,9;26,1;46,7;26,2;49,2
25/08/2022;04:00:00;25,8;47,0;26,1;46,9;26,2;49,7
25/08/2022;04:15:00;25,7;47,1;26,0;47,3;26,2;49,5
25/08/2022;04:30:00;25,7;47,2;25,9;47,5;26,1;49,3
25/08/2022;04:45:00;25,6;47,3;25,9;47,5;26,1;49,3
25/08/2022;05:00:00;25,6;47,4;25,8;47,6;26,0;49,3
25/08/2022;05:15:00;25,5;47,4;25,8;47,8;26,0;49,6
25/08/2022;05:30:00;25,5;47,6;25,7;48,0;25,9;49,2
25/08/2022;05:45:00;25,5;47,7;25,7;48,0;25,9;49,7
25/08/2022;06:00:00;25,4;47,9;25,6;48,1;25,8;49,1
25/08/2022;06:15:00;25,4;47,9;25,5;48,1;25,8;49,2
25/08/2022;06:30:00;25,3;47,9;25,5;48,2;25,8;49,1
25/08/2022;06:45:00;25,3;48,1;25,4;48,3;25,7;49,2
25/08/2022;07:00:00;25,2;48,3;25,4;48,5;25,7;49,8
25/08/2022;07:15:00;25,2;48,5;25,4;48,7;25,7;49,9
25/08/2022;07:30:00;25,2;48,6;25,3;49,0;25,7;50,1
25/08/2022;07:45:00;25,2;48,7;25,3;49,2;25,7;50,3
25/08/2022;08:00:00;25,1;48,8;25,3;49,4;25,7;50,5
25/08/2022;08:15:00;25,1;48,9;25,3;49,5;25,6;50,9
25/08/2022;08:30:00;25,1;48,9;25,3;49,4;25,7;51,5
25/08/2022;08:45:00;25,1;48,9;25,3;49,7;25,6;51,3
25/08/2022;09:00:00;25,1;49,2;25,3;49,9;25,6;50,0
25/08/2022;09:15:00;25,2;50,4;25,3;50,1;25,6;50,0
25/08/2022;09:30:00;25,0;50,1;25,3;50,6;25,6;53,4
25/08/2022;09:45:00;23,7;41,9;24,6;45,5;25,3;52,5
25/08/2022;10:00:00;23,1;38,8;24,1;42,7;25,1;50,4
25/08/2022;10:15:00;22,8;39,1;23,8;40,6;25,0;50,6
25/08/2022;10:16:07;;;;;25,1;49,3
25/08/2022;10:30:00;22,6;38,8;23,6;39,1;24,9;49,2
25/08/2022;10:45:00;22,4;38,8;23,6;39,1;24,5;42,7
25/08/2022;11:00:00;22,3;38,1;23,4;38,2;24,4;44,8
25/08/2022;11:15:00;22,2;38,0;23,4;38,1;24,3;43,5
25/08/2022;11:30:00;22,4;39,7;23,5;38,3;24,6;43,5
25/08/2022;11:45:00;23,4;44,7;24,3;40,8;25,0;45,0
25/08/2022;12:00:00;22,9;41,2;24,4;39,6;25,0;45,3
25/08/2022;12:15:00;22,8;40,8;24,4;38,6;24,9;44,5
25/08/2022;12:30:00;22,8;41,0;24,5;40,4;25,0;46,0
25/08/2022;12:45:00;22,7;41,0;24,5;39,2;24,9;45,5
25/08/2022;13:00:00;22,8;40,3;24,6;38,4;24,9;45,2
25/08/2022;13:15:00;22,8;39,1;24,6;37,2;25,0;44,9
25/08/2022;13:30:00;22,7;38,9;24,6;36,5;25,0;44,3
25/08/2022;13:45:00;22,8;38,8;24,6;36,9;25,0;44,9
25/08/2022;13:52:10;;;;;25,1;45,8
25/08/2022;14:00:00;22,8;38,8;24,7;36,4;25,2;45,0
25/08/2022;14:15:00;22,8;38,9;24,8;36,3;25,1;42,4
25/08/2022;14:30:00;22,9;38,6;24,9;36,0;25,1;39,9
25/08/2022;14:45:00;22,9;38,6;25,0;35,6;25,2;40,7
25/08/2022;15:00:00;23,0;38,4;25,0;35,4;25,2;41,5
25/08/2022;15:01:55;;;25,1;35,4;;
25/08/2022;15:15:00;23,0;38,4;25,1;35,2;25,5;38,9
25/08/2022;15:30:00;23,0;38,0;25,0;34,5;25,6;36,5
25/08/2022;15:30:34;;;25,1;34,5;;
25/08/2022;15:45:00;23,0;38,0;25,1;34,1;25,8;37,9
25/08/2022;16:00:00;23,0;37,9;25,1;34,1;25,8;34,4
25/08/2022;16:15:00;23,0;36,9;25,0;33,6;25,5;33,7
25/08/2022;16:15:36;;;25,1;33,6;;
25/08/2022;16:30:00;22,9;37,2;25,1;33,3;25,7;33,0
25/08/2022;16:45:00;22,9;36,8;25,0;33,1;25,6;35,3
25/08/2022;16:45:36;;;25,1;33,0;;
25/08/2022;17:00:00;23,1;38,4;25,1;33,2;25,8;36,2
25/08/2022;17:15:00;22,9;37,6;24,9;35,3;25,8;41,6
25/08/2022;17:30:00;22,6;37,2;24,4;35,1;25,6;41,4
25/08/2022;17:45:00;22,4;37,7;24,2;34,1;25,5;41,9
25/08/2022;18:00:00;22,3;36,3;24,1;33,5;25,2;40,4
25/08/2022;18:15:00;22,2;35,9;23,9;32,9;25,2;40,3
25/08/2022;18:30:00;22,1;36,3;23,7;33,0;25,1;40,4
25/08/2022;18:45:00;22,1;37,0;23,7;33,2;25,0;41,4
25/08/2022;19:00:00;22,1;36,8;23,6;33,0;25,0;42,9
25/08/2022;19:15:00;22,9;40,6;24,2;34,0;25,1;40,9
25/08/2022;19:30:00;23,6;41,7;24,7;35,6;25,3;44,1
25/08/2022;19:45:00;23,9;41,8;24,9;37,0;25,3;42,0
25/08/2022;20:00:00;24,0;42,1;25,0;37,6;25,4;45,1
25/08/2022;20:15:00;24,2;42,6;25,1;38,1;25,4;43,4
25/08/2022;20:30:00;24,3;43,3;25,2;38,5;25,3;43,9
25/08/2022;20:45:00;24,4;44,1;25,2;38,8;25,3;44,8
25/08/2022;21:00:00;24,4;44,5;25,2;39,3;25,3;44,2
25/08/2022;21:15:00;24,4;44,7;25,2;39,6;25,3;44,7
25/08/2022;21:30:00;24,5;44,7;25,2;40,0;25,2;45,2
25/08/2022;21:45:00;24,5;44,8;25,2;40,4;25,3;44,3
25/08/2022;22:00:00;24,5;44,7;25,2;40,7;25,2;43,7
25/08/2022;22:15:00;24,5;44,7;25,1;41,4;25,2;43,8
25/08/2022;22:30:00;24,5;44,8;25,1;41,9;25,2;44,6
25/08/2022;22:45:00;24,5;44,8;25,1;42,5;25,2;43,7
25/08/2022;23:00:00;24,5;45,0;25,1;42,8;25,2;43,6
25/08/2022;23:15:00;24,5;45,0;25,0;43,0;25,2;44,7
25/08/2022;23:30:00;24,5;45,2;25,0;43,4;25,1;44,4
25/08/2022;23:45:00;24,5;45,4;25,0;43,7;25,1;44,6
26/08/2022;00:00:00;24,5;45,5;25,0;44,0;25,1;45,6
26/08/2022;00:15:00;24,4;45,6;24,9;44,3;25,1;45,6
26/08/2022;00:30:00;24,4;45,7;24,9;44,4;25,0;46,4
26/08/2022;00:45:00;24,4;45,9;24,9;44,6;25,1;46,1
26/08/2022;01:00:00;24,4;46,0;24,9;44,8;25,0;46,2
26/08/2022;01:15:00;24,4;46,1;24,8;45,0;25,0;46,2
26/08/2022;01:30:00;24,4;46,2;24,8;45,1;25,0;45,9
26/08/2022;01:45:00;24,4;46,3;24,8;45,2;25,0;46,0
26/08/2022;02:00:00;24,4;46,4;24,8;45,3;25,0;46,7
26/08/2022;02:15:00;24,4;46,4;24,7;45,4;25,0;46,6
26/08/2022;02:30:00;24,3;46,5;24,7;45,5;25,0;47,6
26/08/2022;02:45:00;24,3;46,7;24,7;45,8;24,9;47,6
26/08/2022;03:00:00;24,2;46,8;24,6;46,1;24,9;48,1
26/08/2022;03:15:00;24,2;47,0;24,6;46,4;24,8;48,3
26/08/2022;03:30:00;24,2;47,2;24,6;46,8;24,8;48,8
26/08/2022;03:45:00;24,1;47,3;24,5;47,0;24,8;49,0
26/08/2022;04:00:00;24,1;47,4;24,4;47,2;24,8;49,3
26/08/2022;04:15:00;24,0;47,4;24,4;47,3;24,8;49,4
26/08/2022;04:30:00;24,0;47,5;24,4;47,5;24,7;49,4
26/08/2022;04:45:00;24,0;47,6;24,3;47,6;24,7;49,5
26/08/2022;05:00:00;24,0;47,7;24,3;47,8;24,7;49,6
26/08/2022;05:15:00;23,9;47,8;24,3;48,0;24,6;50,6
26/08/2022;05:30:00;23,9;48,0;24,2;48,1;24,6;49,8
26/08/2022;05:45:00;23,9;48,2;24,2;48,3;24,6;49,7
26/08/2022;06:00:00;23,9;48,4;24,2;48,5;24,6;49,6
26/08/2022;06:15:00;23,8;48,5;24,2;48,6;24,6;50,5
26/08/2022;06:30:00;23,8;48,7;24,2;48,7;24,5;50,6
26/08/2022;06:45:00;23,8;49,0;24,1;49,0;24,5;50,7
26/08/2022;07:00:00;23,8;49,1;24,1;49,2;24,5;50,5
26/08/2022;07:15:00;23,8;49,2;24,1;49,5;24,5;50,8
26/08/2022;07:30:00;23,8;49,2;24,1;49,5;24,5;50,6
26/08/2022;07:45:00;23,8;49,3;24,1;49,5;24,5;50,5
26/08/2022;08:00:00;23,7;49,5;24,1;49,4;24,5;50,5
26/08/2022;08:15:00;23,7;49,5;24,1;49,3;24,5;50,7
26/08/2022;08:30:00;23,8;49,7;24,1;49,3;24,5;50,4
26/08/2022;08:45:00;23,8;50,1;24,1;49,4;24,5;50,3
26/08/2022;09:00:00;23,8;50,7;24,1;49,6;24,5;50,0
26/08/2022;09:15:00;23,8;51,9;24,1;50,0;24,6;50,8
26/08/2022;09:30:00;23,9;52,6;24,2;50,3;24,6;50,2
26/08/2022;09:45:00;23,9;53,0;24,2;51,1;24,7;54,7
26/08/2022;10:00:00;23,9;49,9;24,2;49,0;24,5;53,5
26/08/2022;10:15:00;23,8;47,9;24,1;46,6;24,3;52,2
26/08/2022;10:30:00;23,7;45,3;24,0;44,7;24,3;51,9
26/08/2022;10:45:00;23,7;44,1;23,9;44,0;24,2;48,4
26/08/2022;11:00:00;23,8;45,7;24,1;45,1;24,5;47,3
26/08/2022;11:15:00;23,9;50,5;24,2;49,0;24,6;49,1
26/08/2022;11:30:00;24,0;51,4;24,3;49,6;24,7;49,6
26/08/2022;11:45:00;24,1;51,8;24,3;50,2;24,7;50,3
26/08/2022;12:00:00;24,0;49,2;24,3;47,8;24,7;50,7
26/08/2022;12:15:00;23,8;45,6;24,1;45,1;24,5;51,4
26/08/2022;12:30:00;23,7;43,6;24,0;43,4;24,4;51,1
26/08/2022;12:45:00;23,7;42,3;23,9;42,4;24,3;50,3
26/08/2022;13:00:00;23,7;42,2;23,9;41,7;24,3;46,7
26/08/2022;13:15:00;23,6;41,4;23,9;40,7;24,5;45,7
26/08/2022;13:30:00;23,8;45,3;24,1;44,2;24,6;46,3
26/08/2022;13:45:00;24,0;48,5;24,4;45,7;24,8;45,9
26/08/2022;14:00:00;24,2;49,0;24,5;46,7;25,0;45,6
26/08/2022;14:15:00;24,3;49,7;24,6;48,1;25,2;51,0
26/08/2022;14:30:00;24,4;51,7;24,8;50,5;25,2;49,6
26/08/2022;14:45:00;24,6;51,1;24,9;52,2;25,4;51,9
26/08/2022;15:00:00;24,8;53,9;25,1;53,4;25,5;50,0
26/08/2022;15:15:00;24,3;46,4;25,1;48,0;25,5;49,3
26/08/2022;15:30:00;23,2;41,9;24,4;42,4;25,3;43,9
26/08/2022;15:45:00;22,7;40,9;24,0;39,6;25,2;41,7
26/08/2022;16:00:00;23,5;43,9;24,4;40,9;25,3;41,6
26/08/2022;16:15:00;23,3;41,3;24,3;40,9;25,2;41,7
26/08/2022;16:30:00;22,8;40,2;24,1;39,5;25,3;43,0
26/08/2022;16:45:00;22,6;39,3;23,9;38,3;24,9;38,1
26/08/2022;17:00:00;22,4;39,2;23,7;37,1;24,8;40,2
26/08/2022;17:15:00;22,3;39,3;23,7;36,4;25,0;40,4
26/08/2022;17:30:00;22,2;38,8;23,6;35,8;24,8;35,2
26/08/2022;17:45:00;22,1;40,0;23,5;35,9;25,0;38,8
26/08/2022;18:00:00;22,1;40,1;23,5;35,8;24,8;41,3
26/08/2022;18:15:00;21,8;38,8;23,3;35,5;24,6;35,9
26/08/2022;18:30:00;21,7;39,8;23,2;35,4;24,8;44,6
26/08/2022;18:45:00;21,7;39,7;23,1;35,6;24,4;36,9
26/08/2022;19:00:00;21,6;39,4;23,1;35,4;24,3;37,3
26/08/2022;19:15:00;22,1;41,4;23,4;36,6;24,4;45,1
26/08/2022;19:30:00;23,0;43,9;24,0;37,1;24,9;47,5
26/08/2022;19:45:00;23,3;45,8;24,3;37,8;24,9;45,0
26/08/2022;20:00:00;23,5;46,4;24,4;38,6;24,9;45,4
26/08/2022;20:15:00;23,6;46,8;24,4;39,3;24,9;45,8
26/08/2022;20:30:00;23,7;47,4;24,5;39,8;24,9;46,1
26/08/2022;20:45:00;23,8;47,5;24,5;40,4;24,8;46,4
26/08/2022;21:00:00;23,8;47,7;24,6;40,9;24,8;46,2
26/08/2022;21:15:00;23,9;47,8;24,6;41,4;24,8;46,3
26/08/2022;21:30:00;23,9;47,9;24,6;41,8;24,8;46,1
26/08/2022;21:45:00;23,9;48,0;24,6;42,2;24,8;46,3
26/08/2022;22:00:00;24,0;48,1;24,6;42,6;24,8;46,3
26/08/2022;22:15:00;24,0;48,2;24,6;43,0;24,8;46,2
26/08/2022;22:30:00;24,1;48,3;24,6;43,3;24,8;46,2
26/08/2022;22:45:00;24,0;48,2;24,6;43,7;24,8;46,1
26/08/2022;23:00:00;24,0;47,8;24,6;44,2;24,8;45,9
26/08/2022;23:15:00;24,0;47,8;24,6;44,6;24,8;45,4
26/08/2022;23:30:00;24,1;48,0;24,6;45,0;24,8;45,9
26/08/2022;23:45:00;24,1;48,2;24,6;45,4;24,8;46,3
27/08/2022;00:00:00;24,1;48,4;24,6;45,6;24,8;46,2
27/08/2022;00:15:00;24,1;48,6;24,6;45,9;24,8;47,1
27/08/2022;00:30:00;24,1;48,9;24,6;45,8;24,8;46,5
27/08/2022;00:45:00;24,1;49,0;24,6;45,9;24,8;46,3
