Localité;;"T06M1E2 [°C]";"T06M1E2 [%HR]";"T07M1E2 [°C]";"T07M1E2 [%HR]";"T08M1LV [°C]";"T08M1LV [%HR]"
"Groupe de points de mesure";;;;;;;
Zone;;;;;;;
"Limite inférieure";;15,0;15,0;15,0;15,0;15,0;15,0
15/08/2022;10:00:00;21,8;41,4;22,6;42,7;23,5;47,3
15/08/2022;10:15:00;21,5;42,6;22,2;40,8;23,3;45,3
15/08/2022;10:30:00;21,3;44,0;22,1;39,9;23,3;44,4
15/08/2022;10:45:00;21,2;45,4;22,0;39,4;23,3;45,4
15/08/2022;11:00:00;21,2;44,6;22,0;39,2;23,3;42,4
15/08/2022;11:15:00;21,2;42,7;22,0;39,1;23,4;45,2
15/08/2022;11:30:00;21,8;43,3;22,5;39,7;23,5;42,7
15/08/2022;11:45:00;22,2;42,2;22,6;40,7;23,7;41,8
15/08/2022;12:00:00;22,4;44,7;22,8;43,7;23,7;45,4
15/08/2022;12:15:00;22,5;41,9;22,7;41,2;23,7;43,5
15/08/2022;12:30:00;22,5;40,0;22,6;39,8;23,7;44,4
15/08/2022;12:45:00;22,5;38,9;22,5;39,3;23,6;45,3
15/08/2022;13:00:00;22,6;38,4;22,6;38,9;23,6;45,5
15/08/2022;13:15:00;22,7;37,6;22,6;37,6;23,7;43,8
15/08/2022;13:30:00;22,8;36,8;22,7;37,0;23,8;43,0
15/08/2022;13:45:00;23,1;38,6;23,3;40,2;24,2;40,9
15/08/2022;14:00:00;23,2;38,0;23,3;38,0;24,4;40,1
15/08/2022;14:15:00;23,2;36,9;23,2;37,1;24,2;43,9
15/08/2022;14:30:00;23,3;36,1;23,2;36,7;24,3;45,2
15/08/2022;14:45:00;23,3;36,2;23,2;36,9;24,3;45,1
15/08/2022;15:00:00;23,4;36,0;23,3;37,1;24,2;43,8
15/08/2022;15:15:00;23,5;35,8;23,3;36,3;24,5;36,5
15/08/2022;15:30:00;23,5;35,8;23,4;36,2;24,8;40,1
15/08/2022;15:45:00;23,6;35,7;23,5;36,0;25,0;39,3
15/08/2022;16:00:00;23,6;35,2;23,5;35,1;25,0;35,6
15/08/2022;16:15:00;23,6;34,8;23,5;34,7;25,0;39,4
15/08/2022;16:30:00;23,6;34,5;23,5;34,7;24,8;41,9
15/08/2022;16:45:00;23,9;36,1;24,0;35,5;24,7;44,1
15/08/2022;17:00:00;24,0;37,5;24,3;38,2;24,6;44,2
15/08/2022;17:15:00;22,9;35,8;23,9;35,8;24,5;42,4
15/08/2022;17:30:00;22,4;35,1;23,6;34,6;24,4;40,0
15/08/2022;17:45:00;22,1;34,9;23,4;34,1;24,3;38,3
15/08/2022;18:00:00;22,0;34,9;23,3;33,8;24,2;37,9
15/08/2022;18:15:00;21,9;35,2;23,2;33,6;24,1;35,1
15/08/2022;18:30:00;22,8;37,1;23,8;34,4;24,4;36,2
15/08/2022;18:45:00;23,3;37,9;24,1;35,1;24,7;37,0
15/08/2022;19:00:00;23,6;38,7;24,4;35,9;24,8;37,5
15/08/2022;19:15:00;23,8;39,2;24,5;36,4;24,8;38,1
15/08/2022;19:30:00;23,9;39,8;24,6;36,8;24,8;38,7
15/08/2022;19:45:00;24,0;40,2;24,6;37,1;24,8;39,2
15/08/2022;20:00:00;24,1;40,5;24,6;37,5;24,8;40,0
15/08/2022;20:15:00;24,1;40,9;24,7;37,8;24,8;40,5
15/08/2022;20:30:00;24,2;41,2;24,7;38,1;24,8;40,8
15/08/2022;20:45:00;24,2;41,4;24,7;38,3;24,8;41,2
15/08/2022;21:00:00;24,2;41,6;24,7;38,6;24,7;41,7
15/08/2022;21:15:00;24,3;41,8;24,7;38,9;24,7;42,0
15/08/2022;21:30:00;24,3;41,9;24,7;39,1;24,7;42,0
15/08/2022;21:45:00;24,3;42,2;24,7;39,4;24,7;42,3
15/08/2022;22:00:00;24,3;42,3;24,7;39,6;24,7;42,5
15/08/2022;22:15:00;24,3;42,4;24,7;39,8;24,7;43,0
15/08/2022;22:30:00;24,3;42,6;24,7;40,0;24,7;43,0
15/08/2022;22:45:00;24,3;42,8;24,7;40,4;24,6;43,2
15/08/2022;23:00:00;24,3;43,0;24,7;40,4;24,6;43,1
15/08/2022;23:15:00;24,3;43,0;24,6;40,6;24,6;43,0
15/08/2022;23:30:00;24,3;43,1;24,6;40,8;24,6;43,0
15/08/2022;23:45:00;24,3;43,3;24,6;41,0;24,6;43,2
16/08/2022;00:00:00;24,2;43,4;24,6;41,2;24,6;43,4
16/08/2022;00:15:00;24,2;43,6;24,6;41,8;24,5;43,4
16/08/2022;00:30:00;24,2;43,7;24,6;42,1;24,5;43,5
16/08/2022;00:45:00;24,2;43,9;24,5;42,4;24,5;43,5
16/08/2022;01:00:00;24,2;43,9;24,5;42,5;24,5;43,7
16/08/2022;01:15:00;24,1;44,0;24,5;42,8;24,4;43,7
16/08/2022;01:30:00;24,1;44,1;24,4;42,9;24,4;43,8
16/08/2022;01:45:00;24,1;44,3;24,4;43,2;24,4;43,8
16/08/2022;02:00:00;24,1;44,4;24,3;43,3;24,4;44,0
16/08/2022;02:15:00;24,1;44,4;24,3;43,4;24,4;44,1
16/08/2022;02:30:00;24,0;44,6;24,3;43,6;24,4;44,2
16/08/2022;02:45:00;24,0;44,7;24,2;43,8;24,3;44,3
16/08/2022;03:00:00;23,9;44,9;24,2;43,9;24,3;44,3
16/08/2022;03:15:00;23,9;45,0;24,2;44,0;24,3;44,6
16/08/2022;03:30:00;23,9;44,9;24,1;44,2;24,3;45,1
16/08/2022;03:45:00;23,8;44,9;24,1;44,3;24,3;45,2
16/08/2022;04:00:00;23,8;44,9;24,0;44,5;24,2;45,1
16/08/2022;04:15:00;23,8;45,0;24,0;44,8;24,2;45,0
16/08/2022;04:30:00;23,7;45,1;23,9;44,9;24,1;45,1
16/08/2022;04:45:00;23,7;45,2;23,9;45,0;24,1;45,2
16/08/2022;05:00:00;23,6;45,3;23,8;45,1;24,0;45,4
16/08/2022;05:15:00;23,6;45,3;23,8;45,3;24,0;46,0
16/08/2022;05:30:00;23,6;45,5;23,8;45,5;24,0;46,0
16/08/2022;05:45:00;23,5;45,6;23,7;45,6;24,0;46,8
16/08/2022;06:00:00;23,4;45,7;23,7;45,8;23,9;46,8
16/08/2022;06:15:00;23,4;45,9;23,6;46,0;23,9;46,9
16/08/2022;06:30:00;23,4;46,0;23,6;46,2;23,9;47,2
16/08/2022;06:45:00;23,3;46,1;23,5;46,4;23,8;47,1
16/08/2022;07:00:00;23,3;46,3;23,5;46,5;23,8;47,6
16/08/2022;07:15:00;23,3;46,4;23,5;46,7;23,8;48,3
16/08/2022;07:30:00;23,3;46,5;23,4;46,9;23,8;47,6
16/08/2022;07:45:00;23,2;46,7;23,4;47,0;23,7;48,1
16/08/2022;08:00:00;23,2;46,8;23,4;47,0;23,7;47,8
16/08/2022;08:15:00;23,2;47,0;23,4;47,2;23,7;47,9
16/08/2022;08:30:00;23,2;47,1;23,4;47,4;23,7;48,2
16/08/2022;08:45:00;23,3;47,5;23,4;47,3;23,8;47,7
16/08/2022;09:00:00;23,3;47,6;23,5;47,3;23,8;47,5
16/08/2022;09:15:00;23,3;47,6;23,5;47,3;23,8;47,4
16/08/2022;09:30:00;23,4;47,7;23,6;47,8;23,9;48,0
16/08/2022;09:45:00;23,4;49,9;23,6;47,9;23,8;47,0
16/08/2022;10:00:00;22,3;40,5;23,1;42,6;23,6;45,8
16/08/2022;10:15:00;21,7;44,6;22,7;39,9;23,4;40,7
16/08/2022;10:30:00;21,9;44,3;22,8;40,2;23,5;43,1
16/08/2022;10:45:00;22,6;44,5;23,3;42,2;24,0;43,3
16/08/2022;11:00:00;22,0;41,1;23,3;40,0;23,9;41,1
16/08/2022;11:15:00;21,7;39,9;23,2;38,6;23,8;38,5
16/08/2022;11:30:00;21,6;40,0;23,3;37,7;23,9;38,4
16/08/2022;11:45:00;21,5;39,3;23,3;36,9;24,0;37,4
16/08/2022;12:00:00;21,6;39,5;23,4;36,5;24,2;40,6
16/08/2022;12:15:00;21,6;40,1;23,4;40,4;24,1;41,4
16/08/2022;12:30:00;21,6;41,2;23,5;39,3;24,2;42,2
16/08/2022;12:45:00;21,7;40,8;23,7;38,9;24,0;41,3
16/08/2022;13:00:00;21,7;39,8;23,7;37,2;24,3;41,9
16/08/2022;13:15:00;21,7;39,3;23,8;36,4;24,3;42,5
16/08/2022;13:30:00;21,7;39,2;23,8;35,7;24,4;37,3
16/08/2022;13:45:00;21,8;39,0;23,9;35,4;24,5;35,3
16/08/2022;14:00:00;21,9;38,6;24,0;34,9;24,6;34,5
16/08/2022;14:15:00;22,0;39,3;24,2;34,7;24,7;35,5
16/08/2022;14:30:00;22,3;38,8;24,3;36,6;24,9;38,5
16/08/2022;14:45:00;21,8;37,3;23,9;34,8;24,8;41,7
16/08/2022;15:00:00;21,7;36,5;23,6;33,9;24,8;40,7
16/08/2022;15:15:00;21,6;36,0;23,6;33,4;24,8;40,1
16/08/2022;15:30:00;21,5;35,9;23,5;33,0;24,7;37,2
16/08/2022;15:45:00;21,5;35,9;23,5;32,5;24,7;36,1
16/08/2022;16:00:00;21,5;35,7;23,5;32,4;24,7;37,1
16/08/2022;16:15:00;21,4;35,5;23,5;32,4;24,7;36,4
16/08/2022;16:30:00;21,4;35,5;23,4;32,2;24,7;36,2
16/08/2022;16:45:00;21,4;39,2;23,4;32,0;24,7;35,9
16/08/2022;17:00:00;21,4;36,6;23,5;32,9;24,5;35,2
16/08/2022;17:15:00;21,5;36,6;23,4;32,2;24,5;36,0
16/08/2022;17:30:00;21,5;36,1;23,4;32,3;24,5;36,0
16/08/2022;17:45:00;21,5;41,2;23,3;32,2;24,5;36,7
16/08/2022;18:00:00;22,0;37,0;23,6;32,7;24,5;37,7
16/08/2022;18:15:00;22,8;37,6;24,1;33,1;24,7;35,6
16/08/2022;18:30:00;23,3;38,3;24,5;34,1;25,0;36,6
16/08/2022;18:45:00;23,6;38,8;24,7;34,7;25,2;37,0
16/08/2022;19:00:00;23,8;39,2;24,9;35,3;25,3;37,5
16/08/2022;19:15:00;24,0;39,9;25,0;35,8;25,3;37,9
16/08/2022;19:30:00;24,1;40,2;25,0;36,3;25,3;38,3
16/08/2022;19:45:00;24,2;40,5;25,1;36,6;25,3;38,7
16/08/2022;20:00:00;24,3;41,0;25,2;37,0;25,3;39,2
16/08/2022;20:15:00;24,4;41,2;25,2;37,4;25,3;39,7
16/08/2022;20:30:00;24,4;41,5;25,3;37,7;25,4;39,9
16/08/2022;20:45:00;24,5;41,7;25,3;38,0;25,4;40,3
16/08/2022;21:00:00;24,5;41,9;25,3;38,3;25,4;40,7
16/08/2022;21:15:00;24,6;42,2;25,3;38,5;25,3;41,2
16/08/2022;21:30:00;24,6;42,4;25,4;38,7;25,3;41,5
16/08/2022;21:45:00;24,7;42,6;25,4;39,0;25,3;41,6
16/08/2022;22:00:00;24,7;42,8;25,4;39,3;25,4;41,8
16/08/2022;22:15:00;24,7;43,0;25,4;39,4;25,4;42,0
16/08/2022;22:30:00;24,7;43,1;25,4;39,7;25,4;42,2
16/08/2022;22:45:00;24,7;43,3;25,4;40,0;25,3;42,2
16/08/2022;23:00:00;24,7;43,5;25,4;40,1;25,3;42,4
16/08/2022;23:15:00;24,7;43,5;25,4;40,2;25,3;42,3
16/08/2022;23:30:00;24,8;43,6;25,4;40,4;25,3;42,4
16/08/2022;23:45:00;24,8;43,7;25,4;40,6;25,3;42,7
17/08/2022;00:00:00;24,7;43,8;25,4;40,7;25,3;42,9
17/08/2022;00:15:00;24,8;43,8;25,4;40,9;25,3;43,0
17/08/2022;00:30:00;24,8;44,1;25,4;41,1;25,3;43,4
17/08/2022;00:45:00;24,8;44,2;25,4;41,2;25,3;43,7
17/08/2022;01:00:00;24,8;44,4;25,3;41,4;25,3;44,1
17/08/2022;01:15:00;24,8;44,5;25,3;41,5;25,3;44,3
17/08/2022;01:30:00;24,8;44,6;25,3;41,7;25,3;44,5
17/08/2022;01:45:00;24,7;44,7;25,3;41,9;25,3;44,5
17/08/2022;02:00:00;24,7;44,7;25,3;42,0;25,2;44,5
17/08/2022;02:15:00;24,7;44,8;25,2;42,1;25,2;44,3
17/08/2022;02:30:00;24,7;44,8;25,2;42,3;25,2;44,7
17/08/2022;02:45:00;24,7;44,8;25,1;42,4;25,2;44,7
17/08/2022;03:00:00;24,6;44,8;25,1;42,8;25,1;45,0
17/08/2022;03:15:00;24,6;44,7;25,1;43,3;25,1;45,0
17/08/2022;03:30:00;24,6;44,8;25,0;43,6;25,0;44,6
17/08/2022;03:45:00;24,5;44,9;25,0;43,7;25,0;44,7
17/08/2022;04:00:00;24,5;45,0;25,0;44,0;25,0;45,2
17/08/2022;04:15:00;24,5;45,1;24,9;44,1;25,0;45,2
17/08/2022;04:30:00;24,5;45,3;24,9;44,4;25,0;45,5
17/08/2022;04:45:00;24,4;45,3;24,8;44,7;24,9;45,7
17/08/2022;05:00:00;24,4;45,5;24,8;44,9;24,9;46,0
17/08/2022;05:15:00;24,3;45,6;24,8;45,0;24,9;46,5
17/08/2022;05:30:00;24,3;45,6;24,7;45,2;24,8;46,5
17/08/2022;05:45:00;24,3;45,8;24,7;45,3;24,8;47,1
17/08/2022;06:00:00;24,2;45,8;24,6;45,6;24,8;47,1
17/08/2022;06:15:00;24,2;46,0;24,6;45,8;24,8;46,8
17/08/2022;06:30:00;24,2;46,1;24,5;45,8;24,7;46,9
17/08/2022;06:45:00;24,1;46,3;24,5;45,9;24,7;47,0
17/08/2022;07:00:00;24,1;46,4;24,4;46,1;24,7;47,3
17/08/2022;07:15:00;24,1;46,4;24,4;46,2;24,6;47,4
17/08/2022;07:30:00;24,0;46,5;24,4;46,3;24,6;48,0
17/08/2022;07:45:00;24,0;46,7;24,3;46,4;24,6;47,8
17/08/2022;08:00:00;24,0;46,8;24,3;46,5;24,6;47,8
17/08/2022;08:15:00;24,0;46,9;24,3;46,7;24,6;47,7
17/08/2022;08:30:00;24,0;47,1;24,3;46,8;24,6;47,6
17/08/2022;08:45:00;24,0;47,2;24,4;46,9;24,6;47,2
17/08/2022;09:00:00;23,6;44,8;24,3;45,9;24,6;47,1
17/08/2022;09:15:00;22,5;39,5;23,6;40,8;24,4;44,4
17/08/2022;09:30:00;22,2;40,9;23,2;38,9;24,2;42,2
17/08/2022;09:45:00;22,1;43,0;23,1;38,0;24,1;42,6
17/08/2022;10:00:00;22,0;44,2;23,0;37,3;24,0;43,3
17/08/2022;10:15:00;22,0;43,8;23,0;37,2;24,0;43,5
17/08/2022;10:30:00;21,9;38,8;23,0;36,5;24,0;43,2
17/08/2022;10:45:00;21,8;38,4;23,0;35,7;24,0;41,5
17/08/2022;11:00:00;21,8;38,3;23,0;35,3;24,1;43,0
17/08/2022;11:15:00;21,6;37,0;23,0;34,5;24,1;44,5
17/08/2022;11:30:00;21,6;36,9;23,0;34,1;24,1;43,6
17/08/2022;11:45:00;21,5;36,8;23,1;33,9;24,2;41,5
17/08/2022;12:00:00;21,5;39,0;23,1;33,6;24,3;42,3
17/08/2022;12:15:00;21,6;36,9;23,2;33,7;24,4;42,1
17/08/2022;12:30:00;21,6;37,0;23,3;33,4;24,5;41,6
17/08/2022;12:45:00;21,7;37,0;23,4;33,3;24,6;40,7
17/08/2022;13:00:00;21,7;36,7;23,4;33,2;24,6;39,9
17/08/2022;13:15:00;21,8;36,7;23,5;32,8;24,7;38,7
17/08/2022;13:30:00;21,8;36,5;23,6;32,6;24,8;38,9
17/08/2022;13:45:00;21,8;36,6;23,6;32,4;24,8;38,1
17/08/2022;14:00:00;21,9;36,3;23,7;32,2;24,9;38,2
17/08/2022;14:15:00;21,9;36,4;23,8;32,3;24,9;39,3
17/08/2022;14:30:00;22,0;36,1;23,8;32,1;25,0;37,9
17/08/2022;14:45:00;22,0;36,1;23,9;31,8;25,1;38,7
17/08/2022;15:00:00;22,1;35,8;24,0;31,9;25,2;38,4
17/08/2022;15:15:00;22,1;35,8;24,1;32,0;25,2;40,2
17/08/2022;15:30:00;22,2;36,2;24,1;31,9;25,2;41,7
17/08/2022;15:45:00;22,2;36,1;24,1;32,1;25,2;40,4
17/08/2022;16:00:00;22,8;37,1;24,4;32,5;25,3;37,9
17/08/2022;16:15:00;23,8;37,9;25,1;33,2;25,6;41,4
17/08/2022;16:30:00;23,3;37,4;24,9;34,9;25,4;40,2
17/08/2022;16:45:00;22,8;37,6;24,6;33,4;25,4;37,0
17/08/2022;17:00:00;22,7;36,3;24,5;32,4;25,3;32,6
17/08/2022;17:15:00;22,6;35,8;24,4;31,9;25,2;32,7
17/08/2022;17:30:00;22,5;35,4;24,3;31,5;25,1;31,9
17/08/2022;17:45:00;22,4;35,4;24,2;31,7;25,1;35,9
17/08/2022;18:00:00;22,3;35,4;24,2;31,9;25,2;36,8
17/08/2022;18:15:00;22,3;35,6;24,1;31,8;25,1;37,7
17/08/2022;18:30:00;22,9;37,1;24,4;32,3;25,2;35,4
17/08/2022;18:45:00;23,7;38,4;25,0;33,0;25,5;36,4
17/08/2022;19:00:00;24,1;39,0;25,3;33,8;25,8;37,4
17/08/2022;19:15:00;24,4;39,4;25,5;34,4;25,8;37,8
17/08/2022;19:30:00;24,6;39,8;25,6;35,0;25,9;38,1
17/08/2022;19:45:00;24,6;40,3;25,6;35,5;25,8;38,5
17/08/2022;20:00:00;24,7;40,6;25,6;35,9;25,8;38,9
17/08/2022;20:15:00;24,8;40,9;25,7;36,3;25,8;39,1
17/08/2022;20:30:00;24,9;41,2;25,7;36,6;25,9;39,7
17/08/2022;20:45:00;24,9;41,4;25,8;36,9;25,8;40,5
17/08/2022;21:00:00;25,0;41,7;25,8;37,2;25,9;41,1
17/08/2022;21:15:00;25,1;42,0;25,8;37,6;25,9;41,3
17/08/2022;21:30:00;25,1;42,1;25,9;37,9;25,9;41,7
17/08/2022;21:45:00;25,1;42,4;25,8;38,1;25,9;42,1
17/08/2022;22:00:00;25,2;42,7;25,9;38,4;25,9;42,1
17/08/2022;22:15:00;25,2;42,9;25,8;38,6;25,9;42,5
17/08/2022;22:30:00;25,2;43,1;25,8;38,9;25,8;43,1
17/08/2022;22:45:00;25,2;43,3;25,9;39,0;25,8;43,8
17/08/2022;23:00:00;25,2;43,6;25,9;39,2;25,8;43,8
17/08/2022;23:15:00;25,2;43,8;25,8;39,5;25,8;43,9
17/08/2022;23:30:00;25,2;43,8;25,8;39,7;25,8;44,1
17/08/2022;23:45:00;25,2;43,9;25,8;39,8;25,7;44,0
18/08/2022;00:00:00;25,2;43,9;25,8;40,1;25,7;44,3
18/08/2022;00:15:00;25,2;44,0;25,8;40,3;25,7;44,1
18/08/2022;00:30:00;25,2;44,1;25,8;40,4;25,7;44,1
18/08/2022;00:45:00;25,2;44,3;25,7;40,5;25,7;44,9
18/08/2022;01:00:00;25,2;44,5;25,7;40,8;25,7;44,9
18/08/2022;01:15:00;25,2;44,6;25,7;41,0;25,7;45,0
18/08/2022;01:30:00;25,2;44,8;25,7;41,2;25,7;45,2
18/08/2022;01:45:00;25,2;44,9;25,7;41,3;25,7;45,2
18/08/2022;02:00:00;25,2;45,0;25,7;41,6;25,7;45,2
18/08/2022;02:15:00;25,2;45,2;25,7;41,7;25,7;45,3
18/08/2022;02:30:00;25,1;45,3;25,7;41,9;25,7;45,8
18/08/2022;02:45:00;25,2;45,4;25,6;42,0;25,7;46,0
18/08/2022;03:00:00;25,1;45,6;25,6;42,2;25,6;46,0
18/08/2022;03:15:00;25,1;45,8;25,6;42,4;25,6;46,6
18/08/2022;03:30:00;25,1;45,9;25,6;42,5;25,6;46,4
18/08/2022;03:45:00;25,1;46,0;25,5;42,7;25,5;46,2
18/08/2022;04:00:00;25,0;46,2;25,5;42,9;25,5;46,4
18/08/2022;04:15:00;25,0;46,2;25,5;43,0;25,5;47,5
18/08/2022;04:30:00;25,0;46,2;25,4;43,4;25,5;46,2
18/08/2022;04:45:00;24,9;46,3;25,4;44,1;25,5;46,9
18/08/2022;05:00:00;24,9;46,4;25,4;44,5;25,4;46,3
18/08/2022;05:15:00;24,9;46,6;25,3;44,8;25,4;46,2
18/08/2022;05:30:00;24,9;46,5;25,3;45,1;25,4;47,4
18/08/2022;05:45:00;24,8;46,4;25,2;45,5;25,4;47,1
18/08/2022;06:00:00;24,8;46,5;25,2;45,7;25,3;47,4
18/08/2022;06:15:00;24,7;46,6;25,1;45,8;25,3;47,3
18/08/2022;06:30:00;24,7;46,6;25,1;45,9;25,3;46,9
18/08/2022;06:45:00;24,7;46,7;25,1;46,0;25,3;47,1
18/08/2022;07:00:00;24,7;46,7;25,0;46,1;25,2;46,9
18/08/2022;07:15:00;24,7;46,7;25,0;46,2;25,3;46,7
18/08/2022;07:30:00;24,6;46,9;25,0;46,2;25,2;46,6
18/08/2022;07:45:00;24,6;46,9;25,0;46,3;25,2;46,4
18/08/2022;08:00:00;24,6;47,0;24,9;46,4;25,2;46,5
18/08/2022;08:15:00;24,6;47,2;24,9;46,5;25,1;46,4
18/08/2022;08:30:00;24,6;47,4;24,9;46,5;25,2;46,3
18/08/2022;08:45:00;24,6;47,6;24,9;46,5;25,1;46,3
18/08/2022;09:00:00;24,6;49,3;25,0;46,8;25,1;46,7
18/08/2022;09:15:00;23,3;40,0;24,3;42,3;24,8;45,9
18/08/2022;09:30:00;22,6;43,1;23,7;39,1;24,7;45,6
18/08/2022;09:45:00;22,4;42,1;23,5;37,7;24,6;42,8
18/08/2022;10:00:00;22,3;41,5;23,4;37,2;24,5;45,3
18/08/2022;10:15:00;22,2;39,9;23,3;36,7;24,5;44,8
18/08/2022;10:30:00;22,1;39,0;23,3;36,2;24,5;44,7
18/08/2022;10:45:00;21,9;37,7;23,3;35,5;24,5;44,1
18/08/2022;11:00:00;21,9;37,4;23,3;35,0;24,5;45,2
18/08/2022;11:15:00;21,8;37,4;23,3;34,6;24,5;44,1
18/08/2022;11:30:00;21,8;37,2;23,4;34,2;24,6;43,9
18/08/2022;11:45:00;21,9;36,9;23,4;34,0;24,7;43,2
18/08/2022;12:00:00;21,9;37,1;23,5;34,0;24,8;43,2
18/08/2022;12:15:00;21,9;36,8;23,5;33,8;24,8;41,9
18/08/2022;12:30:00;21,9;37,2;23,6;35,2;24,8;40,9
18/08/2022;12:45:00;22,0;39,7;23,7;35,9;24,9;41,0
18/08/2022;13:00:00;22,1;38,2;23,7;34,7;25,0;39,7
18/08/2022;13:15:00;22,1;37,7;23,8;34,1;25,0;40,3
18/08/2022;13:30:00;22,1;37,4;23,9;33,8;25,1;40,1
18/08/2022;13:45:00;22,1;36,8;23,9;33,6;25,2;40,6
18/08/2022;14:00:00;22,1;36,6;24,0;33,5;25,2;39,4
18/08/2022;14:15:00;22,2;36,9;24,1;33,1;25,3;39,0
18/08/2022;14:30:00;22,3;36,4;24,1;32,9;25,3;38,7
18/08/2022;14:45:00;22,3;36,5;24,2;32,8;25,4;39,4
18/08/2022;15:00:00;22,4;36,5;24,3;32,5;25,4;38,5
18/08/2022;15:15:00;22,4;36,3;24,3;32,5;25,4;43,1
18/08/2022;15:30:00;22,5;36,4;24,4;32,4;25,5;42,2
18/08/2022;15:45:00;22,5;36,3;24,4;32,3;25,5;40,5
18/08/2022;16:00:00;22,6;36,4;24,4;32,3;25,6;41,8
18/08/2022;16:15:00;22,6;36,5;24,5;32,8;25,4;39,8
18/08/2022;16:30:00;22,7;36,6;24,6;33,1;25,1;37,7
18/08/2022;16:45:00;22,7;35,9;24,6;32,8;25,0;36,2
18/08/2022;17:00:00;22,7;36,0;24,6;32,9;24,9;35,3
18/08/2022;17:15:00;22,7;35,9;24,6;33,4;24,8;35,5
18/08/2022;17:30:00;22,6;35,5;24,6;33,2;24,7;35,8
18/08/2022;17:45:00;22,6;35,3;24,5;32,6;24,6;35,3
18/08/2022;18:00:00;22,6;34,9;24,5;32,3;24,7;36,1
18/08/2022;18:15:00;22,6;35,3;24,4;32,4;24,8;37,5
18/08/2022;18:30:00;22,5;35,1;24,3;32,3;24,8;37,3
18/08/2022;18:45:00;22,5;34,9;24,2;32,1;24,8;38,1
18/08/2022;19:00:00;22,4;35,0;24,2;32,0;24,8;37,7
18/08/2022;19:15:00;22,5;34,9;24,1;32,1;24,7;37,6
18/08/2022;19:30:00;22,4;35,1;24,1;31,9;24,7;33,0
18/08/2022;19:45:00;23,3;37,3;24,7;32,6;25,0;36,5
18/08/2022;20:00:00;23,9;38,3;25,1;33,3;25,3;36,4
18/08/2022;20:15:00;24,2;39,1;25,4;34,0;25,4;37,5
18/08/2022;20:30:00;24,4;39,5;25,5;34,6;25,5;38,2
18/08/2022;20:45:00;24,6;39,8;25,6;35,1;25,6;39,3
18/08/2022;21:00:00;24,7;40,3;25,7;35,5;25,6;40,1
18/08/2022;21:15:00;24,8;40,7;25,7;35,9;25,6;40,7
18/08/2022;21:30:00;24,9;41,1;25,7;36,2;25,7;41,5
18/08/2022;21:45:00;24,9;41,3;25,8;36,5;25,7;42,0
18/08/2022;22:00:00;25,0;41,8;25,8;36,8;25,7;42,7
18/08/2022;22:15:00;25,1;42,2;25,8;37,2;25,7;43,5
18/08/2022;22:30:00;25,1;42,4;25,8;37,5;25,7;43,6
18/08/2022;22:45:00;25,1;42,6;25,8;37,8;25,7;43,9
18/08/2022;23:00:00;25,1;43,0;25,8;38,1;25,7;44,6
18/08/2022;23:15:00;25,2;43,2;25,8;38,3;25,6;44,7
18/08/2022;23:30:00;25,1;43,4;25,8;38,6;25,7;44,6
18/08/2022;23:45:00;25,1;43,5;25,8;38,9;25,6;44,4
19/08/2022;00:00:00;25,1;43,6;25,8;39,1;25,6;44,3
19/08/2022;00:15:00;25,2;43,7;25,8;39,2;25,6;44,4
19/08/2022;00:30:00;25,2;43,9;25,8;39,5;25,6;45,0
19/08/2022;00:45:00;25,1;44,1;25,7;39,7;25,6;45,3
19/08/2022;01:00:00;25,1;44,3;25,7;40,0;25,6;45,4
19/08/2022;01:15:00;25,1;44,3;25,7;40,1;25,5;45,5
19/08/2022;01:30:00;25,1;44,5;25,6;40,4;25,5;45,3
19/08/2022;01:45:00;25,1;44,6;25,6;40,7;25,5;46,1
19/08/2022;02:00:00;25,0;44,4;25,5;41,0;25,5;45,5
19/08/2022;02:15:00;25,0;44,3;25,5;41,5;25,4;44,8
19/08/2022;02:30:00;25,0;44,3;25,5;41,9;25,4;45,3
19/08/2022;02:45:00;25,0;44,4;25,4;42,2;25,4;45,2
19/08/2022;03:00:00;24,9;44,4;25,4;42,5;25,3;44,8
19/08/2022;03:15:00;24,9;44,5;25,4;42,7;25,3;45,1
19/08/2022;03:30:00;24,9;44,5;25,3;43,0;25,3;45,4
19/08/2022;03:45:00;24,8;44,7;25,2;43,3;25,3;44,8
19/08/2022;04:00:00;24,8;44,8;25,2;43,5;25,2;45,2
19/08/2022;04:15:00;24,7;44,8;25,2;43,8;25,2;45,4
19/08/2022;04:30:00;24,7;44,9;25,1;44,0;25,2;46,0
19/08/2022;04:45:00;24,7;45,1;25,1;44,2;25,2;46,2
19/08/2022;05:00:00;24,6;45,3;25,0;44,3;25,1;46,2
19/08/2022;05:15:00;24,6;45,3;25,0;44,5;25,1;45,9
19/08/2022;05:30:00;24,6;45,5;24,9;44,6;25,1;46,1
19/08/2022;05:45:00;24,5;45,6;24,9;44,9;25,1;46,1
19/08/2022;06:00:00;24,5;45,6;24,9;45,1;25,0;46,4
19/08/2022;06:15:00;24,4;45,7;24,8;45,2;25,0;46,4
19/08/2022;06:30:00;24,4;45,8;24,8;45,3;25,0;46,4
19/08/2022;06:45:00;24,4;45,9;24,7;45,5;25,0;46,8
19/08/2022;07:00:00;24,3;46,1;24,7;45,6;24,9;47,5
19/08/2022;07:15:00;24,3;46,1;24,6;45,8;24,9;47,4
