Localité;;"T02M3RE [°C]";"T02M3RE [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;15,0
09/08/2022;16:00:00;23,0;50,2
09/08/2022;16:15:00;23,0;49,9
09/08/2022;16:30:00;22,9;49,9
09/08/2022;16:45:00;23,0;49,9
09/08/2022;17:00:00;23,2;51,5
09/08/2022;17:15:00;23,4;52,8
09/08/2022;17:30:00;23,5;53,7
09/08/2022;17:45:00;23,6;54,6
09/08/2022;18:00:00;23,7;55,2
09/08/2022;18:15:00;23,7;55,8
09/08/2022;18:30:00;23,8;56,3
09/08/2022;18:45:00;23,8;56,7
09/08/2022;19:00:00;23,8;57,0
09/08/2022;19:15:00;23,9;57,4
09/08/2022;19:30:00;23,9;57,5
09/08/2022;19:45:00;23,9;57,7
09/08/2022;20:00:00;23,9;57,9
09/08/2022;20:15:00;23,9;58,1
09/08/2022;20:30:00;24,0;58,4
09/08/2022;20:45:00;24,0;58,5
09/08/2022;21:00:00;24,0;58,6
09/08/2022;21:15:00;24,0;58,7
09/08/2022;21:30:00;24,0;58,9
09/08/2022;21:45:00;24,1;59,2
09/08/2022;22:00:00;24,1;59,5
09/08/2022;22:15:00;24,1;59,7
09/08/2022;22:30:00;24,1;59,9
09/08/2022;22:45:00;24,1;59,9
09/08/2022;23:00:00;24,1;60,0
09/08/2022;23:15:00;24,1;59,9
09/08/2022;23:30:00;24,1;60,1
09/08/2022;23:45:00;24,1;60,1
10/08/2022;00:00:00;24,1;60,3
10/08/2022;00:15:00;24,1;60,2
10/08/2022;00:30:00;24,2;60,3
10/08/2022;00:45:00;24,2;60,3
10/08/2022;01:00:00;24,1;60,5
10/08/2022;01:15:00;24,2;60,5
10/08/2022;01:30:00;24,2;60,7
10/08/2022;01:45:00;24,2;60,7
10/08/2022;02:00:00;24,2;60,8
10/08/2022;02:15:00;24,2;60,8
10/08/2022;02:30:00;24,2;60,8
10/08/2022;02:45:00;24,2;60,9
10/08/2022;03:00:00;24,2;60,9
10/08/2022;03:15:00;24,2;60,9
10/08/2022;03:30:00;24,2;61,0
10/08/2022;03:45:00;24,2;61,1
10/08/2022;04:00:00;24,2;61,2
10/08/2022;04:15:00;24,2;61,3
10/08/2022;04:30:00;24,2;61,3
10/08/2022;04:45:00;24,2;61,3
10/08/2022;05:00:00;24,2;61,4
10/08/2022;05:15:00;24,2;61,3
10/08/2022;05:30:00;24,2;61,5
10/08/2022;05:45:00;24,2;61,6
10/08/2022;06:00:00;24,2;61,6
10/08/2022;06:15:00;24,2;61,7
10/08/2022;06:30:00;24,2;61,7
10/08/2022;06:45:00;24,2;61,8
10/08/2022;07:00:00;24,2;61,8
10/08/2022;07:15:00;24,2;61,9
10/08/2022;07:30:00;24,2;61,8
10/08/2022;07:45:00;24,2;61,8
10/08/2022;08:00:00;24,2;61,8
10/08/2022;08:15:00;24,2;61,8
10/08/2022;08:30:00;24,2;62,0
10/08/2022;08:45:00;24,2;62,0
10/08/2022;09:00:00;24,1;61,4
10/08/2022;09:15:00;23,9;58,6
10/08/2022;09:30:00;23,8;57,1
10/08/2022;09:45:00;23,8;56,6
10/08/2022;10:00:00;23,7;55,9
10/08/2022;10:15:00;23,7;55,5
10/08/2022;10:30:00;23,7;54,8
10/08/2022;10:45:00;23,7;59,1
10/08/2022;11:00:00;23,7;59,7
10/08/2022;11:15:00;23,9;60,2
10/08/2022;11:30:00;23,9;60,5
10/08/2022;11:45:00;23,8;60,4
10/08/2022;12:00:00;23,8;60,2
10/08/2022;12:15:00;23,8;60,3
10/08/2022;12:30:00;23,8;59,3
10/08/2022;12:45:00;23,8;59,5
10/08/2022;13:00:00;23,8;59,8
10/08/2022;13:15:00;23,7;59,5
10/08/2022;13:30:00;23,6;59,3
10/08/2022;13:45:00;23,6;59,0
10/08/2022;14:00:00;23,7;59,6
10/08/2022;14:15:00;23,7;58,9
10/08/2022;14:30:00;23,7;58,3
10/08/2022;14:45:00;23,7;58,2
10/08/2022;15:00:00;23,7;57,8
10/08/2022;15:15:00;23,7;57,5
10/08/2022;15:30:00;23,7;57,1
10/08/2022;15:45:00;23,7;56,7
10/08/2022;16:00:00;23,7;56,7
10/08/2022;16:15:00;23,7;56,5
10/08/2022;16:30:00;23,6;55,8
10/08/2022;16:45:00;23,5;55,3
10/08/2022;17:00:00;23,4;54,9
10/08/2022;17:15:00;23,3;54,6
10/08/2022;17:30:00;23,3;54,5
10/08/2022;17:45:00;23,5;56,5
10/08/2022;18:00:00;23,7;57,9
10/08/2022;18:15:00;23,8;59,0
10/08/2022;18:30:00;23,9;59,7
10/08/2022;18:45:00;23,9;60,4
10/08/2022;19:00:00;24,0;61,0
10/08/2022;19:15:00;24,0;61,6
10/08/2022;19:30:00;24,0;62,0
10/08/2022;19:45:00;24,1;62,4
10/08/2022;20:00:00;24,1;62,8
10/08/2022;20:15:00;24,1;63,0
10/08/2022;20:30:00;24,1;63,3
10/08/2022;20:45:00;24,2;63,5
10/08/2022;21:00:00;24,1;63,8
10/08/2022;21:15:00;24,2;63,9
10/08/2022;21:30:00;24,2;64,1
10/08/2022;21:45:00;24,2;64,2
10/08/2022;22:00:00;24,2;64,3
10/08/2022;22:15:00;24,2;64,4
10/08/2022;22:30:00;24,2;64,5
10/08/2022;22:45:00;24,2;64,6
10/08/2022;23:00:00;24,2;64,6
10/08/2022;23:15:00;24,3;64,7
10/08/2022;23:30:00;24,2;64,9
10/08/2022;23:45:00;24,2;64,8
11/08/2022;00:00:00;24,3;64,9
11/08/2022;00:15:00;24,3;64,9
11/08/2022;00:30:00;24,3;65,0
11/08/2022;00:45:00;24,3;64,9
11/08/2022;01:00:00;24,3;64,9
11/08/2022;01:15:00;24,3;64,9
11/08/2022;01:30:00;24,3;65,0
11/08/2022;01:45:00;24,3;65,0
11/08/2022;02:00:00;24,3;65,0
11/08/2022;02:15:00;24,3;65,0
11/08/2022;02:30:00;24,3;65,1
11/08/2022;02:45:00;24,3;65,1
11/08/2022;03:00:00;24,3;65,2
11/08/2022;03:15:00;24,3;65,1
11/08/2022;03:30:00;24,3;65,2
11/08/2022;03:45:00;24,3;65,2
11/08/2022;04:00:00;24,3;65,2
11/08/2022;04:15:00;24,3;65,3
11/08/2022;04:30:00;24,3;65,3
11/08/2022;04:45:00;24,3;65,4
11/08/2022;05:00:00;24,3;65,3
11/08/2022;05:15:00;24,3;65,3
11/08/2022;05:30:00;24,3;65,3
11/08/2022;05:45:00;24,3;65,3
11/08/2022;06:00:00;24,3;65,2
11/08/2022;06:15:00;24,3;65,3
11/08/2022;06:30:00;24,3;65,4
11/08/2022;06:45:00;24,3;65,3
11/08/2022;07:00:00;24,3;65,3
11/08/2022;07:15:00;24,3;65,4
11/08/2022;07:30:00;24,3;65,4
11/08/2022;07:45:00;24,3;65,4
11/08/2022;08:00:00;24,3;65,4
11/08/2022;08:15:00;24,3;65,4
11/08/2022;08:30:00;24,3;65,5
11/08/2022;08:45:00;24,3;65,6
11/08/2022;09:00:00;24,3;65,6
11/08/2022;09:15:00;24,2;63,8
11/08/2022;09:30:00;23,9;61,3
11/08/2022;09:45:00;23,8;59,2
11/08/2022;10:00:00;23,8;58,3
11/08/2022;10:15:00;23,8;57,5
11/08/2022;10:30:00;23,8;57,0
11/08/2022;10:45:00;23,7;56,7
11/08/2022;11:00:00;23,7;56,3
11/08/2022;11:15:00;23,7;56,2
11/08/2022;11:30:00;23,7;55,7
11/08/2022;11:45:00;23,7;55,1
11/08/2022;12:00:00;23,5;53,3
11/08/2022;12:15:00;23,4;52,5
11/08/2022;12:30:00;23,4;52,7
11/08/2022;12:45:00;23,5;53,5
11/08/2022;13:00:00;23,5;54,1
11/08/2022;13:15:00;23,6;55,5
11/08/2022;13:30:00;23,7;55,1
11/08/2022;13:45:00;23,6;54,5
11/08/2022;14:00:00;23,6;54,2
11/08/2022;14:15:00;23,7;54,6
11/08/2022;14:30:00;23,9;56,0
11/08/2022;14:45:00;24,0;55,6
11/08/2022;15:00:00;24,1;55,7
11/08/2022;15:15:00;24,1;55,4
11/08/2022;15:30:00;24,3;57,9
11/08/2022;15:45:00;24,6;57,4
11/08/2022;16:00:00;24,7;57,9
11/08/2022;16:15:00;24,4;57,3
11/08/2022;16:30:00;24,2;56,0
11/08/2022;16:45:00;24,1;55,3
11/08/2022;17:00:00;24,1;57,2
11/08/2022;17:15:00;24,2;56,6
11/08/2022;17:30:00;24,1;56,2
11/08/2022;17:45:00;23,8;54,7
11/08/2022;18:00:00;24,0;56,4
11/08/2022;18:15:00;24,0;56,9
11/08/2022;18:30:00;24,0;57,1
11/08/2022;18:45:00;24,1;57,5
11/08/2022;19:00:00;24,1;57,7
11/08/2022;19:15:00;24,1;57,9
11/08/2022;19:30:00;24,1;58,2
11/08/2022;19:45:00;24,1;58,3
11/08/2022;20:00:00;24,1;58,5
11/08/2022;20:15:00;24,2;58,6
11/08/2022;20:30:00;24,2;58,7
11/08/2022;20:45:00;24,1;58,9
11/08/2022;21:00:00;24,2;59,0
11/08/2022;21:15:00;24,2;59,1
11/08/2022;21:30:00;24,2;59,2
11/08/2022;21:45:00;24,2;59,3
11/08/2022;22:00:00;24,2;59,4
11/08/2022;22:15:00;24,2;59,6
11/08/2022;22:30:00;24,2;59,7
11/08/2022;22:45:00;24,2;59,7
11/08/2022;23:00:00;24,2;59,9
11/08/2022;23:15:00;24,2;59,9
11/08/2022;23:30:00;24,2;60,1
11/08/2022;23:45:00;24,2;60,1
12/08/2022;00:00:00;24,2;60,3
12/08/2022;00:15:00;24,2;60,3
12/08/2022;00:30:00;24,2;60,4
12/08/2022;00:45:00;24,2;60,6
12/08/2022;01:00:00;24,2;60,6
12/08/2022;01:15:00;24,2;60,7
12/08/2022;01:30:00;24,2;60,8
12/08/2022;01:45:00;24,2;60,9
12/08/2022;02:00:00;24,2;60,9
12/08/2022;02:15:00;24,2;61,0
12/08/2022;02:30:00;24,2;61,1
12/08/2022;02:45:00;24,2;61,2
12/08/2022;03:00:00;24,2;61,3
12/08/2022;03:15:00;24,2;61,3
12/08/2022;03:30:00;24,2;61,5
12/08/2022;03:45:00;24,2;61,6
12/08/2022;04:00:00;24,2;61,6
12/08/2022;04:15:00;24,2;61,8
12/08/2022;04:30:00;24,2;61,9
12/08/2022;04:45:00;24,2;62,0
12/08/2022;05:00:00;24,2;62,1
12/08/2022;05:15:00;24,2;62,2
12/08/2022;05:30:00;24,2;62,3
12/08/2022;05:45:00;24,2;62,4
12/08/2022;06:00:00;24,2;62,6
12/08/2022;06:15:00;24,1;62,6
12/08/2022;06:30:00;24,2;62,8
12/08/2022;06:45:00;24,2;62,9
12/08/2022;07:00:00;24,1;62,9
12/08/2022;07:15:00;24,2;62,8
12/08/2022;07:30:00;24,2;62,8
12/08/2022;07:45:00;24,2;62,8
12/08/2022;08:00:00;24,2;63,0
12/08/2022;08:15:00;24,2;62,9
12/08/2022;08:30:00;24,1;62,8
12/08/2022;08:45:00;24,1;63,3
12/08/2022;09:00:00;23,8;59,7
12/08/2022;09:15:00;23,6;58,6
12/08/2022;09:30:00;23,7;58,6
12/08/2022;09:45:00;23,5;57,0
12/08/2022;10:00:00;23,5;55,8
12/08/2022;10:15:00;23,5;55,1
12/08/2022;10:30:00;23,5;54,5
12/08/2022;10:45:00;23,4;54,2
12/08/2022;11:00:00;23,4;53,5
12/08/2022;11:15:00;23,4;52,4
12/08/2022;11:30:00;23,3;52,1
12/08/2022;11:45:00;23,4;52,1
12/08/2022;12:00:00;23,3;51,5
12/08/2022;12:15:00;23,2;50,9
12/08/2022;12:30:00;23,2;50,8
12/08/2022;12:45:00;23,1;50,4
12/08/2022;13:00:00;23,1;50,7
12/08/2022;13:15:00;23,1;50,4
12/08/2022;13:30:00;23,3;52,7
12/08/2022;13:45:00;23,5;53,3
12/08/2022;14:00:00;23,5;53,6
12/08/2022;14:15:00;23,6;54,9
12/08/2022;14:30:00;23,6;54,6
12/08/2022;14:45:00;23,7;54,7
12/08/2022;15:00:00;23,7;55,0
12/08/2022;15:15:00;23,7;54,9
12/08/2022;15:30:00;23,7;54,6
12/08/2022;15:45:00;23,7;55,7
12/08/2022;16:00:00;23,7;54,9
12/08/2022;16:15:00;23,8;56,9
12/08/2022;16:30:00;23,6;54,2
12/08/2022;16:45:00;23,4;52,9
12/08/2022;17:00:00;23,3;52,3
12/08/2022;17:15:00;23,3;53,3
12/08/2022;17:30:00;23,3;52,4
12/08/2022;17:45:00;23,3;52,6
12/08/2022;18:00:00;23,5;53,6
12/08/2022;18:15:00;23,6;54,2
12/08/2022;18:30:00;23,7;54,6
12/08/2022;18:45:00;23,7;54,9
12/08/2022;19:00:00;23,7;55,2
12/08/2022;19:15:00;23,8;55,5
12/08/2022;19:30:00;23,8;55,7
12/08/2022;19:45:00;23,8;55,9
12/08/2022;20:00:00;23,8;56,1
12/08/2022;20:15:00;23,8;56,3
12/08/2022;20:30:00;23,8;56,4
12/08/2022;20:45:00;23,8;56,6
12/08/2022;21:00:00;23,9;56,7
12/08/2022;21:15:00;23,9;56,9
12/08/2022;21:30:00;23,9;57,0
12/08/2022;21:45:00;23,9;57,1
12/08/2022;22:00:00;23,9;57,3
12/08/2022;22:15:00;23,9;57,4
12/08/2022;22:30:00;23,9;57,6
12/08/2022;22:45:00;23,9;57,7
12/08/2022;23:00:00;23,9;57,8
12/08/2022;23:15:00;23,9;58,0
12/08/2022;23:30:00;23,9;58,2
12/08/2022;23:45:00;23,9;58,3
13/08/2022;00:00:00;23,9;58,5
13/08/2022;00:15:00;23,9;58,6
13/08/2022;00:30:00;23,9;58,8
13/08/2022;00:45:00;23,9;59,0
13/08/2022;01:00:00;23,9;59,2
13/08/2022;01:15:00;23,9;59,4
13/08/2022;01:30:00;23,9;59,6
13/08/2022;01:45:00;23,9;59,8
13/08/2022;02:00:00;23,9;59,9
13/08/2022;02:15:00;23,9;60,2
13/08/2022;02:30:00;23,9;60,4
13/08/2022;02:45:00;23,9;60,5
13/08/2022;03:00:00;23,9;60,8
13/08/2022;03:15:00;23,9;61,1
13/08/2022;03:30:00;23,9;61,3
13/08/2022;03:45:00;23,9;61,3
13/08/2022;04:00:00;23,9;61,7
13/08/2022;04:15:00;23,9;61,5
13/08/2022;04:30:00;23,9;61,5
13/08/2022;04:45:00;23,9;61,5
13/08/2022;05:00:00;23,9;61,4
13/08/2022;05:15:00;23,9;61,4
13/08/2022;05:30:00;23,9;61,5
13/08/2022;05:45:00;23,9;61,5
13/08/2022;06:00:00;23,9;61,5
13/08/2022;06:15:00;23,9;61,7
13/08/2022;06:30:00;23,9;62,0
13/08/2022;06:45:00;23,9;62,0
13/08/2022;07:00:00;23,9;62,1
13/08/2022;07:15:00;23,9;61,9
13/08/2022;07:30:00;23,9;62,0
13/08/2022;07:45:00;23,9;62,6
13/08/2022;08:00:00;23,9;62,6
13/08/2022;08:15:00;23,9;62,6
13/08/2022;08:30:00;23,9;62,3
13/08/2022;08:45:00;23,8;62,0
13/08/2022;09:00:00;23,8;61,7
13/08/2022;09:15:00;23,7;60,1
13/08/2022;09:30:00;23,4;57,3
13/08/2022;09:45:00;23,2;55,6
13/08/2022;10:00:00;23,1;54,4
13/08/2022;10:15:00;23,0;53,4
13/08/2022;10:30:00;23,0;52,7
13/08/2022;10:45:00;23,0;52,6
13/08/2022;11:00:00;23,1;52,8
13/08/2022;11:15:00;23,1;52,9
13/08/2022;11:30:00;23,1;53,0
13/08/2022;11:45:00;23,1;52,5
13/08/2022;12:00:00;23,3;53,3
13/08/2022;12:15:00;23,2;52,6
13/08/2022;12:30:00;23,2;52,7
13/08/2022;12:45:00;23,2;52,8
13/08/2022;13:00:00;23,2;52,6
13/08/2022;13:15:00;23,2;52,6
13/08/2022;13:30:00;23,2;52,5
13/08/2022;13:45:00;23,2;52,4
13/08/2022;14:00:00;23,2;52,5
13/08/2022;14:15:00;23,2;52,5
13/08/2022;14:30:00;23,2;52,5
13/08/2022;14:45:00;23,4;53,7
13/08/2022;15:00:00;23,4;53,5
13/08/2022;15:15:00;23,4;53,6
13/08/2022;15:30:00;23,2;52,0
13/08/2022;15:45:00;23,1;51,5
13/08/2022;16:00:00;23,0;51,3
13/08/2022;16:15:00;23,0;51,1
13/08/2022;16:30:00;23,0;50,9
13/08/2022;16:45:00;23,0;50,6
13/08/2022;17:00:00;22,9;50,3
13/08/2022;17:15:00;23,1;51,5
13/08/2022;17:30:00;23,3;52,6
13/08/2022;17:45:00;23,4;53,2
13/08/2022;18:00:00;23,4;53,7
13/08/2022;18:15:00;23,4;54,2
13/08/2022;18:30:00;23,5;54,6
13/08/2022;18:45:00;23,5;55,0
13/08/2022;19:00:00;23,5;55,2
13/08/2022;19:15:00;23,6;55,6
13/08/2022;19:30:00;23,6;55,9
13/08/2022;19:45:00;23,6;56,2
13/08/2022;20:00:00;23,6;56,4
13/08/2022;20:15:00;23,6;56,7
13/08/2022;20:30:00;23,6;56,8
13/08/2022;20:45:00;23,6;56,9
13/08/2022;21:00:00;23,6;57,3
13/08/2022;21:15:00;23,7;57,4
13/08/2022;21:30:00;23,7;57,5
13/08/2022;21:45:00;23,7;57,6
13/08/2022;22:00:00;23,7;57,7
13/08/2022;22:15:00;23,7;57,9
13/08/2022;22:30:00;23,7;58,0
13/08/2022;22:45:00;23,7;58,1
13/08/2022;23:00:00;23,7;58,3
13/08/2022;23:15:00;23,7;58,4
13/08/2022;23:30:00;23,7;58,6
13/08/2022;23:45:00;23,7;58,6
14/08/2022;00:00:00;23,7;58,8
14/08/2022;00:15:00;23,7;58,8
14/08/2022;00:30:00;23,7;59,0
14/08/2022;00:45:00;23,7;59,0
14/08/2022;01:00:00;23,7;59,2
14/08/2022;01:15:00;23,7;59,2
14/08/2022;01:30:00;23,7;59,4
14/08/2022;01:45:00;23,7;59,5
14/08/2022;02:00:00;23,8;59,5
14/08/2022;02:15:00;23,8;59,7
14/08/2022;02:30:00;23,8;59,8
14/08/2022;02:45:00;23,8;59,9
14/08/2022;03:00:00;23,8;60,1
14/08/2022;03:15:00;23,8;60,3
14/08/2022;03:30:00;23,8;60,4
14/08/2022;03:45:00;23,8;60,4
14/08/2022;04:00:00;23,8;60,6
14/08/2022;04:15:00;23,7;60,7
14/08/2022;04:30:00;23,8;60,6
14/08/2022;04:45:00;23,8;61,0
14/08/2022;05:00:00;23,8;61,0
14/08/2022;05:15:00;23,8;61,4
14/08/2022;05:30:00;23,8;61,7
14/08/2022;05:45:00;23,8;61,8
14/08/2022;06:00:00;23,8;61,8
14/08/2022;06:15:00;23,8;61,8
14/08/2022;06:30:00;23,8;61,8
14/08/2022;06:45:00;23,8;61,9
14/08/2022;07:00:00;23,8;61,8
14/08/2022;07:15:00;23,8;62,1
14/08/2022;07:30:00;23,7;62,2
14/08/2022;07:45:00;23,7;62,4
14/08/2022;08:00:00;23,8;62,4
14/08/2022;08:15:00;23,8;62,4
14/08/2022;08:30:00;23,8;62,2
14/08/2022;08:45:00;23,8;62,0
14/08/2022;09:00:00;23,7;61,8
14/08/2022;09:15:00;23,8;61,7
14/08/2022;09:30:00;23,8;61,8
14/08/2022;09:45:00;23,8;61,8
14/08/2022;10:00:00;23,8;61,8
14/08/2022;10:15:00;23,7;61,6
14/08/2022;10:30:00;23,5;59,9
14/08/2022;10:45:00;23,4;58,6
14/08/2022;11:00:00;23,3;57,5
14/08/2022;11:15:00;23,3;56,9
14/08/2022;11:30:00;23,3;56,4
14/08/2022;11:45:00;23,3;56,1
14/08/2022;12:00:00;23,3;55,5
14/08/2022;12:15:00;23,2;55,0
14/08/2022;12:30:00;23,2;54,8
14/08/2022;12:45:00;23,2;54,7
14/08/2022;13:00:00;23,2;54,1
14/08/2022;13:15:00;23,2;54,2
14/08/2022;13:30:00;23,2;53,8
14/08/2022;13:45:00;23,2;53,6
14/08/2022;14:00:00;23,2;53,6
14/08/2022;14:15:00;23,2;53,3
14/08/2022;14:30:00;23,2;53,2
14/08/2022;14:45:00;23,2;52,9
14/08/2022;15:00:00;23,2;52,9
14/08/2022;15:15:00;23,2;52,7
14/08/2022;15:30:00;23,2;52,5
14/08/2022;15:45:00;23,2;52,3
14/08/2022;16:00:00;23,2;52,1
14/08/2022;16:15:00;23,2;52,0
14/08/2022;16:30:00;23,2;51,9
14/08/2022;16:45:00;23,2;51,7
14/08/2022;17:00:00;23,1;51,6
14/08/2022;17:15:00;23,1;51,5
14/08/2022;17:30:00;23,1;51,4
14/08/2022;17:45:00;23,2;52,0
14/08/2022;18:00:00;23,3;52,8
14/08/2022;18:15:00;23,4;53,5
14/08/2022;18:30:00;23,4;54,0
14/08/2022;18:45:00;23,5;54,4
14/08/2022;19:00:00;23,5;54,8
14/08/2022;19:15:00;23,5;55,1
14/08/2022;19:30:00;23,6;55,5
14/08/2022;19:45:00;23,6;55,7
14/08/2022;20:00:00;23,6;56,0
14/08/2022;20:15:00;23,6;56,2
14/08/2022;20:30:00;23,6;56,5
14/08/2022;20:45:00;23,6;56,7
14/08/2022;21:00:00;23,6;56,9
14/08/2022;21:15:00;23,6;57,0
14/08/2022;21:30:00;23,6;57,3
14/08/2022;21:45:00;23,7;57,4
14/08/2022;22:00:00;23,7;57,6
14/08/2022;22:15:00;23,7;57,7
14/08/2022;22:30:00;23,7;57,9
14/08/2022;22:45:00;23,7;58,0
14/08/2022;23:00:00;23,7;58,1
14/08/2022;23:15:00;23,7;58,2
14/08/2022;23:30:00;23,7;58,3
14/08/2022;23:45:00;23,7;58,5
15/08/2022;00:00:00;23,7;58,6
15/08/2022;00:15:00;23,7;58,7
15/08/2022;00:30:00;23,7;58,8
15/08/2022;00:45:00;23,7;58,9
15/08/2022;01:00:00;23,7;58,9
15/08/2022;01:15:00;23,7;59,0
15/08/2022;01:30:00;23,7;59,2
15/08/2022;01:45:00;23,7;59,2
15/08/2022;02:00:00;23,8;59,3
15/08/2022;02:15:00;23,8;59,4
15/08/2022;02:30:00;23,8;59,5
15/08/2022;02:45:00;23,8;59,6
15/08/2022;03:00:00;23,8;59,6
15/08/2022;03:15:00;23,8;59,6
15/08/2022;03:30:00;23,8;59,7
15/08/2022;03:45:00;23,8;59,7
15/08/2022;04:00:00;23,8;59,9
15/08/2022;04:15:00;23,8;59,8
15/08/2022;04:30:00;23,8;60,0
15/08/2022;04:45:00;23,8;60,0
15/08/2022;05:00:00;23,8;60,1
15/08/2022;05:15:00;23,8;60,2
15/08/2022;05:30:00;23,8;60,4
15/08/2022;05:45:00;23,8;60,6
15/08/2022;06:00:00;23,8;60,7
15/08/2022;06:15:00;23,8;60,8
15/08/2022;06:30:00;23,8;60,9
15/08/2022;06:45:00;23,8;61,1
15/08/2022;07:00:00;23,8;61,3
15/08/2022;07:15:00;23,8;61,3
15/08/2022;07:30:00;23,8;61,3
15/08/2022;07:45:00;23,8;61,4
15/08/2022;08:00:00;23,8;61,1
15/08/2022;08:15:00;23,8;61,1
15/08/2022;08:30:00;23,8;61,3
15/08/2022;08:45:00;23,8;61,4
15/08/2022;09:00:00;23,8;62,1
15/08/2022;09:15:00;23,5;58,8
15/08/2022;09:30:00;23,3;56,8
15/08/2022;09:45:00;23,1;55,2
15/08/2022;10:00:00;23,1;54,4
15/08/2022;10:15:00;23,0;54,1
15/08/2022;10:30:00;23,2;55,4
15/08/2022;10:45:00;23,3;56,3
15/08/2022;11:00:00;23,4;56,8
15/08/2022;11:15:00;23,5;57,5
15/08/2022;11:30:00;23,6;57,9
15/08/2022;11:45:00;23,6;59,5
15/08/2022;12:00:00;23,7;62,7
15/08/2022;12:15:00;23,8;64,2
15/08/2022;12:30:00;23,7;63,9
15/08/2022;12:45:00;23,7;64,6
15/08/2022;13:00:00;23,8;64,8
15/08/2022;13:15:00;23,7;63,9
15/08/2022;13:30:00;23,4;62,4
15/08/2022;13:45:00;23,3;61,5
15/08/2022;14:00:00;23,2;61,0
15/08/2022;14:15:00;23,2;60,3
15/08/2022;14:30:00;23,1;60,1
15/08/2022;14:45:00;23,1;59,8
15/08/2022;15:00:00;23,1;59,6
15/08/2022;15:15:00;23,1;59,3
15/08/2022;15:30:00;23,1;59,0
15/08/2022;15:45:00;23,3;61,2
15/08/2022;16:00:00;23,4;61,8
15/08/2022;16:15:00;23,3;60,2
15/08/2022;16:30:00;23,2;59,3
15/08/2022;16:45:00;23,3;58,7
15/08/2022;17:00:00;23,3;58,5
15/08/2022;17:15:00;23,2;58,2
15/08/2022;17:30:00;23,2;58,4
15/08/2022;17:45:00;23,4;59,9
15/08/2022;18:00:00;23,5;60,5
15/08/2022;18:15:00;23,5;61,1
15/08/2022;18:30:00;23,6;61,5
15/08/2022;18:45:00;23,6;62,1
15/08/2022;19:00:00;23,6;62,7
15/08/2022;19:15:00;23,7;63,2
15/08/2022;19:30:00;23,7;63,9
15/08/2022;19:45:00;23,7;64,1
15/08/2022;20:00:00;23,7;64,2
15/08/2022;20:15:00;23,8;64,3
15/08/2022;20:30:00;23,8;64,4
15/08/2022;20:45:00;23,8;64,6
15/08/2022;21:00:00;23,8;64,8
15/08/2022;21:15:00;23,8;64,8
15/08/2022;21:30:00;23,8;64,8
15/08/2022;21:45:00;23,8;64,8
15/08/2022;22:00:00;23,8;65,2
15/08/2022;22:15:00;23,9;65,0
15/08/2022;22:30:00;23,9;65,2
15/08/2022;22:45:00;23,9;65,0
15/08/2022;23:00:00;23,9;65,1
15/08/2022;23:15:00;23,9;65,3
15/08/2022;23:30:00;23,9;65,1
15/08/2022;23:45:00;23,9;65,2
16/08/2022;00:00:00;23,9;65,2
16/08/2022;00:15:00;23,9;65,5
16/08/2022;00:30:00;23,9;65,5
16/08/2022;00:45:00;23,9;65,5
16/08/2022;01:00:00;23,9;65,5
16/08/2022;01:15:00;23,9;65,5
16/08/2022;01:30:00;23,9;65,5
16/08/2022;01:45:00;23,9;65,6
16/08/2022;02:00:00;23,9;65,5
16/08/2022;02:15:00;23,9;65,5
16/08/2022;02:30:00;23,9;65,4
16/08/2022;02:45:00;23,9;65,4
16/08/2022;03:00:00;23,9;65,5
16/08/2022;03:15:00;24,0;65,4
16/08/2022;03:30:00;24,0;65,5
16/08/2022;03:45:00;24,0;65,6
16/08/2022;04:00:00;23,9;65,5
16/08/2022;04:15:00;24,0;65,5
16/08/2022;04:30:00;24,0;65,5
16/08/2022;04:45:00;23,9;65,5
16/08/2022;05:00:00;23,9;65,5
16/08/2022;05:15:00;24,0;65,6
16/08/2022;05:30:00;24,0;65,5
16/08/2022;05:45:00;24,0;65,6
16/08/2022;06:00:00;24,0;65,5
16/08/2022;06:15:00;24,0;65,6
16/08/2022;06:30:00;24,0;65,6
16/08/2022;06:45:00;24,0;65,6
16/08/2022;07:00:00;24,0;65,6
16/08/2022;07:15:00;24,0;65,5
16/08/2022;07:30:00;24,0;65,3
16/08/2022;07:45:00;24,0;65,3
16/08/2022;08:00:00;23,9;65,3
16/08/2022;08:15:00;24,0;65,3
16/08/2022;08:30:00;23,9;65,3
16/08/2022;08:45:00;23,9;65,7
16/08/2022;09:00:00;23,6;62,2
16/08/2022;09:15:00;23,5;59,9
16/08/2022;09:30:00;23,4;59,8
16/08/2022;09:45:00;23,7;62,2
16/08/2022;10:00:00;23,7;62,2
16/08/2022;10:15:00;23,7;61,0
16/08/2022;10:30:00;23,5;59,3
16/08/2022;10:45:00;23,4;57,7
16/08/2022;11:00:00;23,3;57,4
16/08/2022;11:15:00;23,3;56,4
16/08/2022;11:30:00;23,3;56,4
16/08/2022;11:45:00;23,3;56,2
16/08/2022;12:00:00;23,4;56,3
16/08/2022;12:15:00;23,5;56,7
16/08/2022;12:30:00;23,5;56,8
16/08/2022;12:45:00;23,5;57,1
16/08/2022;13:00:00;23,5;56,5
16/08/2022;13:15:00;23,5;56,0
16/08/2022;13:30:00;23,6;57,7
